sent_id,sentence,construction_type,n_words,n_variants,prev_valence,prev_arousal,prev_coverage,prev_n_matched,prev_sentence,dep_len_mean,info_status_mean,trigram_surprisal_mean,lstm_surprisal_mean,adaptive_surprisal_mean,lex_rept_surprisal_mean,pcfg_surprisal_mean,label
train-s4780,इससे पहले प्रधानमंत्री ने इस्तीफा मंजूर कर उसे राष्ट्रपति के पास भेजा था ।,SOV,14,99,0.0206,0.5158,0.5278,19,दूसरी तरफ एक पखवाड़े से पुलिस को चकमा दे रहे केंद्रीय जल संसाधन राज्यमंत्री जयप्रकाश नारायण यादव का इस्तीफा राष्ट्रपति ए पी जे अब्दुल कलाम ने प्रधानमंत्री मनमोहन सिंह की सलाह पर स्वीकार कर लिया ।,1.1111,1.0606,-17.0878,-5.286,-5.7561,-13.9286,-4.049,1
train-s4781,जयप्रकाश ने शनिवार को शहाबुद्दीन की गिरफ्तारी के कुछ ही देर बाद अपना इस्तीफा प्रधानमंत्री के पास भेज दिया था ।,SOV,21,99,-0.0498,0.4642,0.6429,9,इससे पहले प्रधानमंत्री ने इस्तीफा मंजूर कर उसे राष्ट्रपति के पास भेजा था ।,2.5051,0.0,-7.5272,-5.7404,-2.4311,-6.8269,-2.1098,1
train-s4784,"जमुई की अदालत ने २४ अक्टूबर को जयप्रकाश, उनके भाई और जमुई से राजद प्रत्याशी विजय प्रकाश, खेड़ा थाने के प्रभारी मुक्तेश्वर प्रसाद, निर्दलीय प्रत्याशी अशोक राव और राजद कार्यकर्ता बटोही यादव के खिलाफ गैर - जमानती गिरफ्तारी वारंट जारी किए थे ।",SOV,46,99,-0.1512,0.4599,0.5714,12,जयप्रकाश ने शनिवार को शहाबुद्दीन की गिरफ्तारी के कुछ ही देर बाद अपना इस्तीफा प्रधानमंत्री के पास भेज दिया था ।,-5.2323,0.0,-21.8882,-16.2705,-17.9805,-20.7169,-5.7282,1
train-s4789,केंद्र सरकार ने सीमा सुरक्षा बल को जम्मू और कश्मीर में आतंकवादी रोधी अभियानों से हटाकर वहां सीआरपीएफ की तैनाती को फिलहाल टाल दिया है ।,SOV,26,99,-0.0027,0.5093,0.3696,17,"जमुई की अदालत ने २४ अक्टूबर को जयप्रकाश, उनके भाई और जमुई से राजद प्रत्याशी विजय प्रकाश, खेड़ा थाने के प्रभारी मुक्तेश्वर प्रसाद, निर्दलीय प्रत्याशी अशोक राव और राजद कार्यकर्ता बटोही यादव के खिलाफ गैर - जमानती गिरफ्तारी वारंट जारी किए थे ।",-14.1515,-0.0202,-13.3227,-5.6651,-2.8411,-13.3223,-2.7761,1
train-s4795,सीआरपीएफ ने अपनी गलती स्वीकार करते हुए इसे 'मानवीय भूल' माना है ।,SOV,15,23,-0.0675,0.5225,0.6154,16,केंद्र सरकार ने सीमा सुरक्षा बल को जम्मू और कश्मीर में आतंकवादी रोधी अभियानों से हटाकर वहां सीआरपीएफ की तैनाती को फिलहाल टाल दिया है ।,1.0435,0.0,-4.1917,-8.7408,-6.7561,-4.3688,-3.684,1
train-s48,16 से 17वीं शताब्दी में बुंदेला शासकों द्वारा बनवाई गई ये इमारतें प्राचीन वैभव को बयाँ करती हैं ।,SOV,19,5,0.0926,0.4561,0.5833,14,"यहाँ आप चाँदी के आभूषण, बीडवर्क, कढ़ाई का काम और सीक्वन का काम खूबसूरत अंदाज में देख और खरीद सकते हैं ।",-13.2,0.0,-9.0322,-0.6949,1.39,-9.0191,-3.2426,1
train-s4805,गुजरात के मुख्यमंत्री ने आरोप लगाया कि महाराष्ट्र में कांग्रेस - एनसीपी के पांच साल के कार्यकाल के दौरान कीमतें आसमान छूने लगी हैं ।,SOV,25,1,0.0069,0.464,0.6,9,सीआरपीएफ ने अपनी गलती स्वीकार करते हुए इसे 'मानवीय भूल' माना है ।,-3.0,0.0,-29.7379,-22.0558,-20.3621,-29.7379,-6.6541,1
train-s4808,सीबीआई निदेशक व मल्टी डिसिप्लनरी मॉनिटरिंग एजेंसी (एमडीएमए) के प्रमुख ने सुप्रीम कोर्ट में मद्रास हाईकोर्ट के श्रीलंका के २ नागरिकों को छोड़ने के आदेश को चुनौती दी है ।,SOV,32,23,-0.0533,0.4823,0.48,12,गुजरात के मुख्यमंत्री ने आरोप लगाया कि महाराष्ट्र में कांग्रेस - एनसीपी के पांच साल के कार्यकाल के दौरान कीमतें आसमान छूने लगी हैं ।,-14.087,0.0,-18.6609,-13.7055,-11.9727,-18.6609,-5.6732,1
train-s4811,इन्हें छोड़ा जाना बहुत गलत है ।,SOV,7,1,-0.0023,0.5387,0.5,16,सीबीआई निदेशक व मल्टी डिसिप्लनरी मॉनिटरिंग एजेंसी (एमडीएमए) के प्रमुख ने सुप्रीम कोर्ट में मद्रास हाईकोर्ट के श्रीलंका के २ नागरिकों को छोड़ने के आदेश को चुनौती दी है ।,-1.0,0.0,-8.5225,-7.7548,-7.779,-8.524,1.7279,1
train-s4820,राजीव गांधी के हत्यारे काने शिवरासन से लिंगम ने कई दौर की गुप्त बातचीत की ।,DOSV,16,5,-0.4079,0.5537,0.5714,4,इन्हें छोड़ा जाना बहुत गलत है ।,-2.4,0.0,-4.1949,-11.7757,-9.593,-2.3556,-2.4069,1
train-s4822,"एमडीएमए ने जांच में पाया कि १ मई १९९१ को कोडाईकराई में लिट्टे के जो ९ लोग पहुंचे, उन्होंने सबसे पहले लिंगम से ही मुलाकात की थी ।",SOV,29,1,0.026,0.5013,0.5,8,राजीव गांधी के हत्यारे काने शिवरासन से लिंगम ने कई दौर की गुप्त बातचीत की ।,0.0,0.0,-2.7299,-2.5446,1.0496,-2.5621,-1.1642,1
train-s4824,"दूसरे अभियुक्त वसंथन की भूमिका के बारे में सीबीआई ने कहा है कि श्रीपेरुमबदूर में २१ मई १९९१ को राजीव गांधी की हत्या के बाद जब सारे हत्यारे फरार हो गए तो इसी व्यक्ति ने शिवरासन, शुभा और नीरू को बंगलोर में मकान दिलाने में सक्रिय भूमिका निभाई थी ।",SOV,51,1,0.0668,0.5034,0.5517,16,"एमडीएमए ने जांच में पाया कि १ मई १९९१ को कोडाईकराई में लिट्टे के जो ९ लोग पहुंचे, उन्होंने सबसे पहले लिंगम से ही मुलाकात की थी ।",-6.0,0.0,-1.5425,1.4947,0.7744,-1.5502,-1.5482,1
train-s4825,गोरखा नेशनल लिब्रेशन फ्रंट (जीएनएलएफ) प्रमुख सुभाष घीसिंग ने अपने सुर बदल लिए हैं ।,SOV,17,1,0.0168,0.51,0.5294,27,"दूसरे अभियुक्त वसंथन की भूमिका के बारे में सीबीआई ने कहा है कि श्रीपेरुमबदूर में २१ मई १९९१ को राजीव गांधी की हत्या के बाद जब सारे हत्यारे फरार हो गए तो इसी व्यक्ति ने शिवरासन, शुभा और नीरू को बंगलोर में मकान दिलाने में सक्रिय भूमिका निभाई थी ।",-9.0,0.0,-12.7592,-11.5846,-15.4263,-12.7592,-4.0138,1
train-s4827,२५ मार्च को अपना कार्यकाल पूरा कर चुके दार्जिलिंग गोरखा हिल काउंसिल के कार्यवाहक प्रशासक घीसिंग ने यहां रविवार की शाम संवाददाताओं को बताया कि दार्जिलिंग को जनजातीय क्षेत्र के रूप में घोषित करना गोरखाओं में एकता लाएगा ।,SOV,39,23,-0.2409,0.5962,0.2941,5,गोरखा नेशनल लिब्रेशन फ्रंट (जीएनएलएफ) प्रमुख सुभाष घीसिंग ने अपने सुर बदल लिए हैं ।,-22.4348,-1.0435,-8.3172,-6.1791,-5.3438,-8.3172,1.4109,1
train-s4830,जिसके तहत डीजीएचएस का चुनाव राज्य चुनाव आयोग कराएगा ।,DOSV,10,5,0.1013,0.4663,0.6154,24,२५ मार्च को अपना कार्यकाल पूरा कर चुके दार्जिलिंग गोरखा हिल काउंसिल के कार्यवाहक प्रशासक घीसिंग ने यहां रविवार की शाम संवाददाताओं को बताया कि दार्जिलिंग को जनजातीय क्षेत्र के रूप में घोषित करना गोरखाओं में एकता लाएगा ।,1.2,1.2,0.6708,-0.9427,-0.5564,0.6781,-3.5175,1
train-s4839,"गौहर ने दावा किया कि भारत सरकार को भी मालूम है कि यह करतूत किस फौजी अधिकारी की थी, लेकिन वह मामले पर पर्दा डाल रही है ।",SOV,29,1,0.1719,0.4912,0.5,5,जिसके तहत डीजीएचएस का चुनाव राज्य चुनाव आयोग कराएगा ।,-1.0,0.0,-23.2175,-17.3862,-18.7184,-23.2175,-4.6391,1
train-s4849,हाल ही में खान ने आरोप लगाया था कि भारतीय सेना के पूर्व ब्रिगेडियर ने उनके पिता को २० हजार रुपये में भारत - पाक युद्ध की योजना बेची थी ।,SOV,31,5,-0.0634,0.5421,0.5172,15,"गौहर ने दावा किया कि भारत सरकार को भी मालूम है कि यह करतूत किस फौजी अधिकारी की थी, लेकिन वह मामले पर पर्दा डाल रही है ।",-2.4,0.0,-14.8999,-13.6628,-12.7099,-14.8979,-3.321,1
train-s4850,उन्होंने दावा किया था कि यह रकम लंदन में चुकाई गई थी ।,SOV,13,1,-0.0239,0.5252,0.6129,19,हाल ही में खान ने आरोप लगाया था कि भारतीय सेना के पूर्व ब्रिगेडियर ने उनके पिता को २० हजार रुपये में भारत - पाक युद्ध की योजना बेची थी ।,0.0,2.0,-28.0837,-17.8062,-16.6978,-27.8885,-4.0371,1
train-s4856,पटना के पूर्व जिलाधिकारी गौतम गोस्वामी से पूछताछ के बाद सतर्कता ब्यूरो ने बुधवार को उन्हें विशेष सतर्कता अदालत के समक्ष पेश किया ।,SOV,24,99,0.0745,0.5366,0.4615,6,उन्होंने दावा किया था कि यह रकम लंदन में चुकाई गई थी ।,-20.3535,-0.0909,-17.0291,-20.4423,-17.9099,-15.5633,-6.1734,1
train-s4860,जहां जज ने उनकी हिरासत की अवधि १९ जुलाई तक बढ़ाने के आदेश पारित किए ।,SOV,16,23,-0.0287,0.5058,0.5833,14,पटना के पूर्व जिलाधिकारी गौतम गोस्वामी से पूछताछ के बाद सतर्कता ब्यूरो ने बुधवार को उन्हें विशेष सतर्कता अदालत के समक्ष पेश किया ।,4.1739,1.0435,-19.3477,-15.5872,-12.1849,-20.4814,-5.3807,1
train-s4864,उन्होंने देशवासियों से अनुरोध किया है कि वे मदरसा तथा ऐसी गतिविधियों में शामिल लोगों को समर्थन देना बंद कर दें ।,SOV,22,5,0.0314,0.5005,0.5,8,जहां जज ने उनकी हिरासत की अवधि १९ जुलाई तक बढ़ाने के आदेश पारित किए ।,0.0,1.2,-17.6395,-16.7664,-13.9074,-17.6395,-5.5047,1
train-s4865,"रविवार को संयुक्त अरब अमीरात की राजधानी अबू धाबी में एक बैठक को संबोधित करते हुए मुशर्रफ ने कहा कि पाकिस्तान अफगानिस्तान में दखल देने, कश्मीर में सीमा पार आतंकवाद को समर्थन देने और परमाणु प्रौद्योगिकी बेचने के आरोपों से बरी हो चुका है ।",SOV,46,5,0.1292,0.48,0.5909,13,उन्होंने देशवासियों से अनुरोध किया है कि वे मदरसा तथा ऐसी गतिविधियों में शामिल लोगों को समर्थन देना बंद कर दें ।,0.0,0.0,-2.7736,2.5984,2.2444,-2.772,0.5899,1
train-s4868,मारने वाले भी मुस्लिम हैं और जो मर रहे हैं वे भी मुस्लिम ही हैं ।,SOV,16,1,0.0537,0.5037,0.5435,25,"रविवार को संयुक्त अरब अमीरात की राजधानी अबू धाबी में एक बैठक को संबोधित करते हुए मुशर्रफ ने कहा कि पाकिस्तान अफगानिस्तान में दखल देने, कश्मीर में सीमा पार आतंकवाद को समर्थन देने और परमाणु प्रौद्योगिकी बेचने के आरोपों से बरी हो चुका है ।",-2.0,0.0,1.2896,-4.9529,-6.5419,1.2997,0.5362,1
train-s4869,उन्होंने पाकिस्तानी जनता से अनुरोध किया कि वे ऐसे संगठनों की निंदा करें तथा कट्टरपंथी हिंसा और नफरत को बढ़ावा देने वाले तत्वों को समर्थन देना बंद कर दें ।,SOV,30,5,-0.263,0.5379,0.375,6,मारने वाले भी मुस्लिम हैं और जो मर रहे हैं वे भी मुस्लिम ही हैं ।,0.0,1.2,-21.5237,-15.5854,-16.4672,-21.5237,-3.8687,1
train-s4874,पर बात को निरंतर अनसुना किए जाने पर उन्हें खुलेआम मोर्चा संभालना पड़ा ।,SOV,14,99,-0.0662,0.5359,0.6333,19,उन्होंने पाकिस्तानी जनता से अनुरोध किया कि वे ऐसे संगठनों की निंदा करें तथा कट्टरपंथी हिंसा और नफरत को बढ़ावा देने वाले तत्वों को समर्थन देना बंद कर दें ।,-6.4848,0.0,-6.1035,-9.2671,-12.323,-6.5785,-3.7893,1
train-s4876,पार्टी उनसे समाजवाद के पक्ष में नारा लगवाती रही है ।,SOV,11,23,0.0369,0.5372,0.4286,6,पर बात को निरंतर अनसुना किए जाने पर उन्हें खुलेआम मोर्चा संभालना पड़ा ।,1.5652,-1.0435,-5.1563,-1.6037,-2.3476,-5.1563,0.9702,1
train-s4883,पार्टी प्रवक्ता अभिषेक मनु संघवी ने सपा नेताओं से राज बब्बर के गुस्से की वजह मालूम की है ।,SOV,19,23,0.1135,0.4151,0.5455,6,पार्टी उनसे समाजवाद के पक्ष में नारा लगवाती रही है ।,-6.2609,0.0,-6.0264,-10.3176,-13.4405,-2.2676,-3.0099,1
train-s4887,सुप्रीम कोर्ट ने राजस्थान हाई कोर्ट के आदेश को चुनौती देने वाली दो बड़ी सॉफ्ट ड्रिंक कंपनियों पेप्सी और कोका - कोला की याचिकाओं को सोमवार को खारिज कर दिया ।,SOV,31,23,0.0355,0.5212,0.6316,12,पार्टी प्रवक्ता अभिषेक मनु संघवी ने सपा नेताओं से राज बब्बर के गुस्से की वजह मालूम की है ।,-13.5652,0.0,-18.8468,-15.0285,-15.9212,-18.8468,-4.4621,1
train-s4888,हाई कोर्ट ने अपने आदेश में दोनों कंपनियों को सॉफ्ट ड्रिंक कंटेनरों पर उनके उत्पाद में मिलाए गए कीटनाशकों की मात्रा प्रिंट करने को कहा था ।,SOV,27,23,-0.0844,0.5521,0.5806,18,सुप्रीम कोर्ट ने राजस्थान हाई कोर्ट के आदेश को चुनौती देने वाली दो बड़ी सॉफ्ट ड्रिंक कंपनियों पेप्सी और कोका - कोला की याचिकाओं को सोमवार को खारिज कर दिया ।,18.7826,0.0,-11.706,-5.2692,-5.3065,-8.3559,-2.2834,1
train-s489,सरकारी डाक बंगला भी पर्यटकों को ठहरने के लिए अच्‍छी सुविधाएँ मुहैया करवाता है ।,SOV,15,99,0.0662,0.4448,0.4857,17,"रानी पद्मिनी ने तालाब के सामने अपना घूँघट खोला, वह छवि तालाब के सामने स्थित दुमंजिला बरामदे में लगाए गए आईने में अलाउद्दीन ने देखी और वह अपनी सेनाओं समेत वापस लौट गया ।",-5.9394,0.0,-5.5692,-12.6093,-13.3777,-5.5796,-1.2139,1
train-s4890,"पेप्सी फूड लिमिटेड और हिंदुस्तान कोका - कोला बिवरेजेज प्रा. लिमिटेड की ओर से दायर विशेष अनुमति याचिकाओं को खारिज करते हुए चीफ जस्टिस आर. सी. लाहोटी, जस्टिस डी. एम. धर्माधिकारी और जी. पी. माथुर वाली खंडपीठ ने दोनों कंपनियों को हाई कोर्ट में अपील करने को कहा कि वे किस सीमा तक उनके निर्देशों का पालन कर सकते हैं ।",SOV,62,5,0.025,0.5634,0.4815,13,हाई कोर्ट ने अपने आदेश में दोनों कंपनियों को सॉफ्ट ड्रिंक कंटेनरों पर उनके उत्पाद में मिलाए गए कीटनाशकों की मात्रा प्रिंट करने को कहा था ।,-15.6,0.0,-3.7223,-12.0897,-13.9301,-2.4956,1.3774,1
train-s4894,हाई कोर्ट ने आदेश में ३ नवंबर तक इन दोनों कंपनियों और अन्य सभी कारबोनेटेड बिवरेज कंपनियों को बोतलों और कंटेनरों पर रसायनों और कीटनाशकों समेत उत्पादों की सामग्री और उनके मिश्रण की जानकारी देने को कहा था ।,SOV,39,5,-0.0207,0.5295,0.3548,22,"पेप्सी फूड लिमिटेड और हिंदुस्तान कोका - कोला बिवरेजेज प्रा. लिमिटेड की ओर से दायर विशेष अनुमति याचिकाओं को खारिज करते हुए चीफ जस्टिस आर. सी. लाहोटी, जस्टिस डी. एम. धर्माधिकारी और जी. पी. माथुर वाली खंडपीठ ने दोनों कंपनियों को हाई कोर्ट में अपील करने को कहा कि वे किस सीमा तक उनके निर्देशों का पालन कर सकते हैं ।",33.6,0.0,-9.4192,-0.1609,-1.3023,-8.5848,-1.9525,1
train-s4896,खंडपीठ ने दोनों कंपनियों को राजस्थान हाई कोर्ट से संपर्क करने को कहा है ।,SOV,15,5,-0.0097,0.4951,0.5128,20,हाई कोर्ट ने आदेश में ३ नवंबर तक इन दोनों कंपनियों और अन्य सभी कारबोनेटेड बिवरेज कंपनियों को बोतलों और कंटेनरों पर रसायनों और कीटनाशकों समेत उत्पादों की सामग्री और उनके मिश्रण की जानकारी देने को कहा था ।,6.0,0.0,-12.6146,-9.0951,-8.9257,-8.8861,-2.4468,1
train-s4899,उन्होंने अपनी दलील में कहा कि कृषि में कीटनाशकों का गहन इस्तेमाल चीनी में कीटनाशकों की उच्च मात्रा की मौजूदगी का नतीजा है ।,SOV,24,1,-0.0757,0.5537,0.4667,7,खंडपीठ ने दोनों कंपनियों को राजस्थान हाई कोर्ट से संपर्क करने को कहा है ।,2.0,2.0,-7.2818,3.4405,11.6758,-7.2749,-0.4784,1
train-s4900,कोर्ट ने कंपनियों से कहा कि आप अपनी प्रिंटलाइन में दर्शा सकते हैं कि सॉफ्ट ड्रिंक में इस्तेमाल की गई चीनी में कंपनी ने कीटनाशकों का इस्तेमाल किया है ।,SOV,30,1,0.2527,0.5037,0.7083,17,उन्होंने अपनी दलील में कहा कि कृषि में कीटनाशकों का गहन इस्तेमाल चीनी में कीटनाशकों की उच्च मात्रा की मौजूदगी का नतीजा है ।,0.0,0.0,-0.9925,3.5111,4.3623,-1.0812,-0.3316,1
train-s4902,इसके अलावा दोनों देश अपने सबसे प्रमुख बैंकों की शाखाएं एक - दूसरे के देश में खोलेंगे ।,SOV,18,23,0.1107,0.5292,0.5333,16,कोर्ट ने कंपनियों से कहा कि आप अपनी प्रिंटलाइन में दर्शा सकते हैं कि सॉफ्ट ड्रिंक में इस्तेमाल की गई चीनी में कंपनी ने कीटनाशकों का इस्तेमाल किया है ।,8.3478,1.0435,-9.2636,-2.1623,-3.5028,-9.5743,-1.5392,1
train-s4903,पाकिस्तान में भारतीय उच्चायुक्त शिव शंकर मेनन ने सोमवार को कराची में बताया कि प्रधानमंत्री मनमोहन सिंह अगले साल की शुरूआत में पाकिस्तान आने के इच्छुक हैं ।,SOV,28,23,0.1791,0.5337,0.5,9,इसके अलावा दोनों देश अपने सबसे प्रमुख बैंकों की शाखाएं एक - दूसरे के देश में खोलेंगे ।,-2.087,0.0,-6.1831,-4.3061,-3.2703,-6.1693,-0.546,1
train-s4904,मेनन ने उप उच्चायुक्त टी. सी. ए. राघवन के साथ उद्योगपतियों से मुलाकात के बाद बताया कि भारत पाकिस्तान के १०० छात्रों को भारत में पढ़ने के लिए छात्रवृत्ति देने पर विचार कर रहा है ।,SOV,36,5,0.1066,0.5535,0.4643,13,पाकिस्तान में भारतीय उच्चायुक्त शिव शंकर मेनन ने सोमवार को कराची में बताया कि प्रधानमंत्री मनमोहन सिंह अगले साल की शुरूआत में पाकिस्तान आने के इच्छुक हैं ।,3.6,0.0,-0.4026,-6.6563,-2.4456,3.0734,2.0513,1
train-s4905,मेनन ने हाल में दक्षिणी सिंध प्रांत का दौरा करके कराची में नाजिम नाइमातुल्ला खां से भी रविवार को मुलाकात कर भारतीय वाणिज्य दूतावास खोलने के बारे में भी विचार - विमर्श किया ।,SOV,34,99,0.0455,0.4984,0.5,18,मेनन ने उप उच्चायुक्त टी. सी. ए. राघवन के साथ उद्योगपतियों से मुलाकात के बाद बताया कि भारत पाकिस्तान के १०० छात्रों को भारत में पढ़ने के लिए छात्रवृत्ति देने पर विचार कर रहा है ।,3.5859,0.0,-20.6757,-18.5734,-15.1427,-14.7618,-4.6725,1
train-s4906,भारत करांची में जल्दी ही अपना कॉन्सलेट खोलना चाहता है ।,SOV,11,1,0.0792,0.4653,0.6176,21,मेनन ने हाल में दक्षिणी सिंध प्रांत का दौरा करके कराची में नाजिम नाइमातुल्ला खां से भी रविवार को मुलाकात कर भारतीय वाणिज्य दूतावास खोलने के बारे में भी विचार - विमर्श किया ।,6.0,0.0,-0.2491,-5.2504,-3.9538,-0.261,-1.5079,1
train-s4909,दरअसल पाकिस्तान इस काम के लिए मुंबई स्थित जिन्ना हाउस मांग रहा है ।,SOV,14,23,0.0684,0.5132,0.4545,5,भारत करांची में जल्दी ही अपना कॉन्सलेट खोलना चाहता है ।,6.2609,0.0,-7.0348,-3.4275,-6.5577,-7.0348,-0.9509,1
train-s4914,इसके साथ ही दोनों देशों ने दक्षिण अफ्रीका में ११ सितंबर १९०६ को महात्मा गांधी द्वारा शुरू किए गए सत्याग्रह आंदोलन के अगले वर्ष शताब्दी समारोहों के आयोजन के लिए संयुक्त पहल करने पर भी सहमति जताई ।,SOV,38,99,-0.0665,0.4761,0.3571,5,दरअसल पाकिस्तान इस काम के लिए मुंबई स्थित जिन्ना हाउस मांग रहा है ।,6.2727,0.9495,-36.1035,-26.112,-25.0155,-37.0409,-9.345,1
train-s4917,बैठक में सिंह ने जोर देते हुए कहा कि भारत और दक्षिण अफ्रीका के बीच संयुक्त राष्ट्र सुधारों से जुड़े अधिकांश मुद्दों पर विचारों की समानता है ।,SOV,28,5,0.0319,0.5004,0.4474,17,इसके साथ ही दोनों देशों ने दक्षिण अफ्रीका में ११ सितंबर १९०६ को महात्मा गांधी द्वारा शुरू किए गए सत्याग्रह आंदोलन के अगले वर्ष शताब्दी समारोहों के आयोजन के लिए संयुक्त पहल करने पर भी सहमति जताई ।,1.2,0.0,-3.5337,-1.9335,-2.3535,-3.5316,-0.9663,1
train-s492,यहाँ आने वाले श्रद्धालु इस कुंड में आलू और चावल उबालकर उसका भोग यमुना देवी को लगाते हैं ।,SOV,19,23,0.0326,0.4717,0.4667,7,सरकारी डाक बंगला भी पर्यटकों को ठहरने के लिए अच्‍छी सुविधाएँ मुहैया करवाता है ।,-4.1739,0.0,2.1621,8.827,8.969,2.1621,1.9026,1
train-s4920,इसके तहत प्रधानमंत्री ने अवकाश प्राप्त वरिष्ठ जज को लैपटॉप भेंट किया ।,SOV,13,99,0.0481,0.5174,0.6429,18,बैठक में सिंह ने जोर देते हुए कहा कि भारत और दक्षिण अफ्रीका के बीच संयुक्त राष्ट्र सुधारों से जुड़े अधिकांश मुद्दों पर विचारों की समानता है ।,-2.9192,0.9596,-10.2771,-9.8019,-7.4447,-10.0995,-5.2843,1
train-s4923,इस योजना के उद्घाटन अवसर पर प्रधानमंत्री मनमोहन सिंह ने कहा कि आज प्रौद्योगिकी की मदद से इस क्षेत्र में हमारी कुछ समस्याओं का समाधान हो सकता है ।,SOV,29,1,0.019,0.4545,0.5385,7,इसके तहत प्रधानमंत्री ने अवकाश प्राप्त वरिष्ठ जज को लैपटॉप भेंट किया ।,-2.0,0.0,-4.8254,-5.1878,-6.8191,-4.3361,-0.6923,1
train-s4951,प्रधानमंत्री मनमोहन सिंह ने बुधवार को कहा कि कमजोर वर्ग के लोगों को नौकरी में आरक्षण देने के लिए कॉरपोरेट सेक्टर को (स्वेच्छा से) पहल करनी चाहिए ।,SOV,30,1,0.1235,0.5293,0.7241,21,इस योजना के उद्घाटन अवसर पर प्रधानमंत्री मनमोहन सिंह ने कहा कि आज प्रौद्योगिकी की मदद से इस क्षेत्र में हमारी कुछ समस्याओं का समाधान हो सकता है ।,-2.0,0.0,0.999,2.0951,1.7708,0.7619,-2.1159,1
train-s4959,एक दिन के दौरे पर महाराष्ट्र पहुंचे प्रधानमंत्री मनमोहन सिंह यहां एक संवाददाता सम्मेलन को संबोधित कर रहे थे ।,SOV,20,23,0.0879,0.5331,0.6,18,प्रधानमंत्री मनमोहन सिंह ने बुधवार को कहा कि कमजोर वर्ग के लोगों को नौकरी में आरक्षण देने के लिए कॉरपोरेट सेक्टर को (स्वेच्छा से) पहल करनी चाहिए ।,-12.5217,-1.0435,-29.4227,-17.2253,-16.1942,-29.4227,-4.4364,1
train-s4960,निजी क्षेत्र में आरक्षण के सवाल पर उन्होंने कहा कि कॉरपोरेट सेक्टर इस दिशा में (स्वेच्छा से) पहल कर सकते हैं ।,SOV,24,5,0.0333,0.5171,0.5,10,एक दिन के दौरे पर महाराष्ट्र पहुंचे प्रधानमंत्री मनमोहन सिंह यहां एक संवाददाता सम्मेलन को संबोधित कर रहे थे ।,-2.4,0.0,-12.0077,-5.906,-5.4123,-12.0084,-3.2815,1
train-s4963,पूर्वोत्तर में हाल में हुई आतंकी घटनाओं के मद्देनजर प्रधानमंत्री ने कहा कि कुछ आतंकी गुटों के बांग्लादेश में शरण लेने की सूचना से हम चिंतित हैं ।,SOV,28,1,0.1336,0.4897,0.625,15,निजी क्षेत्र में आरक्षण के सवाल पर उन्होंने कहा कि कॉरपोरेट सेक्टर इस दिशा में (स्वेच्छा से) पहल कर सकते हैं ।,-7.0,0.0,-14.7654,-3.6962,-5.3447,-13.5363,-1.2408,1
train-s4972,उत्तर रेलवे ने सीमा पार से आने वाले पाकिस्तानी क्रिकेट प्रेमियों को अटारी से चंडीगढ़ तक लाने के लिए प्रस्तावित दो विशेष ट्रेनें रविवार को रद्द कर दीं ।,SOV,29,99,-0.0391,0.5622,0.6071,17,पूर्वोत्तर में हाल में हुई आतंकी घटनाओं के मद्देनजर प्रधानमंत्री ने कहा कि कुछ आतंकी गुटों के बांग्लादेश में शरण लेने की सूचना से हम चिंतित हैं ।,-19.0202,0.0,-18.9061,-12.7382,-14.0152,-18.9061,-3.8721,1
train-s4979,पाकिस्तानी क्रिकेट बोर्ड ने मोहाली टेस्ट के लिए पंजाब क्रिकेट एसोसिएशन द्वारा भेजे गए ७५०० टिकटों में से ४५०० वापस भेज दिए थे ।,SOV,24,99,0.0318,0.4825,0.6552,19,उत्तर रेलवे ने सीमा पार से आने वाले पाकिस्तानी क्रिकेट प्रेमियों को अटारी से चंडीगढ़ तक लाने के लिए प्रस्तावित दो विशेष ट्रेनें रविवार को रद्द कर दीं ।,-9.4242,0.0,-5.1479,0.1155,0.3648,-3.3721,-4.7034,1
train-s4988,लोकसभा चुनाव में हार के बाद भारतीय जनता पार्टी ने अपने संगठन में मामूली फेरबदल को अंजाम दिया है ।,SOV,20,99,-0.0327,0.5149,0.375,9,पाकिस्तानी क्रिकेट बोर्ड ने मोहाली टेस्ट के लिए पंजाब क्रिकेट एसोसिएशन द्वारा भेजे गए ७५०० टिकटों में से ४५०० वापस भेज दिए थे ।,-5.303,0.0,-37.0264,-21.2143,-20.4729,-37.0047,-6.2334,1
train-s4989,पार्टी अध्यक्ष एम. वेंकैया नायडू ने रविवार को ७८ सदस्यीय नई राष्ट्रीय कार्यकारिणी घोषित की ।,SOV,16,23,-0.0282,0.4971,0.7,14,लोकसभा चुनाव में हार के बाद भारतीय जनता पार्टी ने अपने संगठन में मामूली फेरबदल को अंजाम दिया है ।,-6.2609,0.0,-5.9872,-11.189,-11.7911,-3.8857,-5.7929,1
train-s4995,वरिष्ठ भाजपा नेता व पूर्व केंद्रीय मंत्री अरुण जेटली ने रविवार को सूची जारी करते हुए कहा कि संगठन में सभी राज्यों से सभी वर्ग के लोगों को बराबर प्रतिनिधित्व का मौका मिला है ।,SOV,35,5,0.2264,0.4968,0.5,8,पार्टी अध्यक्ष एम. वेंकैया नायडू ने रविवार को ७८ सदस्यीय नई राष्ट्रीय कार्यकारिणी घोषित की ।,-7.2,0.0,-1.3765,-4.5535,-6.3831,-0.401,-0.649,1
