dep_len_temperley,info_status_score,sentence_length,sent_id,variant_order,is_reference,deprel_sequence,type
98,-1,36,train-s10923,"[2, 3, 12, 13]",True,nsubj obl compound obl,reference
98,-1,36,train-s10923,"[2, 3, 13, 12]",False,nsubj obl obl compound,variant
98,-1,36,train-s10923,"[2, 12, 3, 13]",False,nsubj compound obl obl,variant
98,-1,36,train-s10923,"[2, 12, 13, 3]",False,nsubj compound obl obl,variant
98,-1,36,train-s10923,"[2, 13, 3, 12]",False,nsubj obl obl compound,variant
98,-1,36,train-s10923,"[2, 13, 12, 3]",False,nsubj obl compound obl,variant
98,-1,36,train-s10923,"[3, 12, 13, 2]",False,obl compound obl nsubj,variant
98,-1,36,train-s10923,"[3, 13, 12, 2]",False,obl obl compound nsubj,variant
98,-1,36,train-s10923,"[12, 3, 13, 2]",False,compound obl obl nsubj,variant
98,-1,36,train-s10923,"[12, 13, 3, 2]",False,compound obl obl nsubj,variant
98,-1,36,train-s10923,"[13, 3, 12, 2]",False,obl obl compound nsubj,variant
98,-1,36,train-s10923,"[13, 12, 3, 2]",False,obl compound obl nsubj,variant
32,0,20,train-s10931,"[2, 6, 15, 16]",True,nsubj advmod obj compound,reference
32,0,20,train-s10931,"[2, 15, 6, 16]",False,nsubj obj advmod compound,variant
32,0,20,train-s10931,"[2, 15, 16, 6]",False,nsubj obj compound advmod,variant
32,0,20,train-s10931,"[6, 16, 2, 15]",False,advmod compound nsubj obj,variant
32,0,20,train-s10931,"[6, 16, 15, 2]",False,advmod compound obj nsubj,variant
32,0,20,train-s10931,"[15, 2, 16, 6]",False,obj nsubj compound advmod,variant
32,0,20,train-s10931,"[16, 6, 15, 2]",False,compound advmod obj nsubj,variant
32,0,20,train-s10931,"[16, 15, 6, 2]",False,compound obj advmod nsubj,variant
29,0,23,train-s10945,"[9, 13, 19, 20]",True,nsubj obl obj compound,reference
29,0,23,train-s10945,"[9, 19, 13, 20]",False,nsubj obj obl compound,variant
29,0,23,train-s10945,"[9, 19, 20, 13]",False,nsubj obj compound obl,variant
29,0,23,train-s10945,"[13, 20, 19, 9]",False,obl compound obj nsubj,variant
29,0,23,train-s10945,"[19, 9, 13, 20]",False,obj nsubj obl compound,variant
29,0,23,train-s10945,"[19, 13, 9, 20]",False,obj obl nsubj compound,variant
29,0,23,train-s10945,"[20, 9, 13, 19]",False,compound nsubj obl obj,variant
29,0,23,train-s10945,"[20, 13, 9, 19]",False,compound obl nsubj obj,variant
29,0,23,train-s10945,"[20, 13, 19, 9]",False,compound obl obj nsubj,variant
29,0,23,train-s10945,"[20, 19, 13, 9]",False,compound obj obl nsubj,variant
24,1,13,train-s10969,"[1, 3, 7, 11]",True,nsubj obl obj compound,reference
24,1,13,train-s10969,"[1, 7, 3, 11]",False,nsubj obj obl compound,variant
24,1,13,train-s10969,"[1, 7, 11, 3]",False,nsubj obj compound obl,variant
24,1,13,train-s10969,"[3, 11, 7, 1]",False,obl compound obj nsubj,variant
24,1,13,train-s10969,"[7, 1, 3, 11]",False,obj nsubj obl compound,variant
24,1,13,train-s10969,"[7, 3, 1, 11]",False,obj obl nsubj compound,variant
24,1,13,train-s10969,"[11, 1, 3, 7]",False,compound nsubj obl obj,variant
24,1,13,train-s10969,"[11, 3, 1, 7]",False,compound obl nsubj obj,variant
24,1,13,train-s10969,"[11, 3, 7, 1]",False,compound obl obj nsubj,variant
24,1,13,train-s10969,"[11, 7, 3, 1]",False,compound obj obl nsubj,variant
59,1,24,train-s10970,"[1, 6, 19, 22]",True,nsubj advcl obl obj,reference
59,1,24,train-s10970,"[1, 6, 22, 19]",False,nsubj advcl obj obl,variant
59,1,24,train-s10970,"[1, 19, 6, 22]",False,nsubj obl advcl obj,variant
59,1,24,train-s10970,"[1, 19, 22, 6]",False,nsubj obl obj advcl,variant
59,1,24,train-s10970,"[1, 22, 19, 6]",False,nsubj obj obl advcl,variant
59,1,24,train-s10970,"[6, 19, 1, 22]",False,advcl obl nsubj obj,variant
59,1,24,train-s10970,"[6, 19, 22, 1]",False,advcl obl obj nsubj,variant
59,1,24,train-s10970,"[6, 22, 19, 1]",False,advcl obj obl nsubj,variant
59,1,24,train-s10970,"[19, 22, 6, 1]",False,obl obj advcl nsubj,variant
59,1,24,train-s10970,"[22, 1, 19, 6]",False,obj nsubj obl advcl,variant
59,1,24,train-s10970,"[22, 6, 19, 1]",False,obj advcl obl nsubj,variant
59,1,24,train-s10970,"[22, 19, 6, 1]",False,obj obl advcl nsubj,variant
31,0,19,train-s10993,"[2, 5, 12, 14]",True,nsubj obj obl compound,reference
31,0,19,train-s10993,"[2, 5, 14, 12]",False,nsubj obj compound obl,variant
31,0,19,train-s10993,"[2, 12, 5, 14]",False,nsubj obl obj compound,variant
31,0,19,train-s10993,"[5, 2, 12, 14]",False,obj nsubj obl compound,variant
31,0,19,train-s10993,"[5, 12, 2, 14]",False,obj obl nsubj compound,variant
31,0,19,train-s10993,"[12, 14, 5, 2]",False,obl compound obj nsubj,variant
31,0,19,train-s10993,"[14, 2, 12, 5]",False,compound nsubj obl obj,variant
31,0,19,train-s10993,"[14, 5, 12, 2]",False,compound obj obl nsubj,variant
31,0,19,train-s10993,"[14, 12, 2, 5]",False,compound obl nsubj obj,variant
31,0,19,train-s10993,"[14, 12, 5, 2]",False,compound obl obj nsubj,variant
41,0,23,train-s11005,"[1, 11, 15, 18]",True,nsubj advcl obl compound,reference
41,0,23,train-s11005,"[1, 15, 11, 18]",False,nsubj obl advcl compound,variant
41,0,23,train-s11005,"[18, 11, 15, 1]",False,compound advcl obl nsubj,variant
41,0,23,train-s11005,"[18, 15, 11, 1]",False,compound obl advcl nsubj,variant
62,-1,29,train-s11072,"[5, 11, 23, 27]",True,nsubj iobj obl obj,reference
62,-1,29,train-s11072,"[5, 11, 27, 23]",False,nsubj iobj obj obl,variant
62,-1,29,train-s11072,"[5, 23, 11, 27]",False,nsubj obl iobj obj,variant
62,-1,29,train-s11072,"[5, 23, 27, 11]",False,nsubj obl obj iobj,variant
62,-1,29,train-s11072,"[11, 5, 23, 27]",False,iobj nsubj obl obj,variant
62,-1,29,train-s11072,"[11, 5, 27, 23]",False,iobj nsubj obj obl,variant
62,-1,29,train-s11072,"[11, 23, 5, 27]",False,iobj obl nsubj obj,variant
62,-1,29,train-s11072,"[11, 27, 23, 5]",False,iobj obj obl nsubj,variant
62,-1,29,train-s11072,"[23, 5, 11, 27]",False,obl nsubj iobj obj,variant
62,-1,29,train-s11072,"[23, 27, 5, 11]",False,obl obj nsubj iobj,variant
62,-1,29,train-s11072,"[23, 27, 11, 5]",False,obl obj iobj nsubj,variant
62,-1,29,train-s11072,"[27, 5, 23, 11]",False,obj nsubj obl iobj,variant
62,-1,29,train-s11072,"[27, 11, 5, 23]",False,obj iobj nsubj obl,variant
62,-1,29,train-s11072,"[27, 11, 23, 5]",False,obj iobj obl nsubj,variant
62,-1,29,train-s11072,"[27, 23, 5, 11]",False,obj obl nsubj iobj,variant
62,-1,29,train-s11072,"[27, 23, 11, 5]",False,obj obl iobj nsubj,variant
37,0,28,train-s11094,"[14, 21, 22, 25]",True,nsubj advcl iobj obj,reference
37,0,28,train-s11094,"[14, 21, 25, 22]",False,nsubj advcl obj iobj,variant
37,0,28,train-s11094,"[14, 22, 21, 25]",False,nsubj iobj advcl obj,variant
37,0,28,train-s11094,"[14, 25, 21, 22]",False,nsubj obj advcl iobj,variant
37,0,28,train-s11094,"[21, 22, 14, 25]",False,advcl iobj nsubj obj,variant
37,0,28,train-s11094,"[22, 21, 14, 25]",False,iobj advcl nsubj obj,variant
37,0,28,train-s11094,"[22, 21, 25, 14]",False,iobj advcl obj nsubj,variant
37,0,28,train-s11094,"[22, 25, 21, 14]",False,iobj obj advcl nsubj,variant
37,0,28,train-s11094,"[25, 14, 21, 22]",False,obj nsubj advcl iobj,variant
37,0,28,train-s11094,"[25, 14, 22, 21]",False,obj nsubj iobj advcl,variant
37,0,28,train-s11094,"[25, 21, 22, 14]",False,obj advcl iobj nsubj,variant
37,0,28,train-s11094,"[25, 22, 21, 14]",False,obj iobj advcl nsubj,variant
18,0,13,train-s11112,"[1, 4, 8, 10]",True,nsubj obl iobj obj,reference
18,0,13,train-s11112,"[1, 4, 10, 8]",False,nsubj obl obj iobj,variant
18,0,13,train-s11112,"[1, 8, 4, 10]",False,nsubj iobj obl obj,variant
18,0,13,train-s11112,"[1, 8, 10, 4]",False,nsubj iobj obj obl,variant
18,0,13,train-s11112,"[4, 1, 8, 10]",False,obl nsubj iobj obj,variant
18,0,13,train-s11112,"[4, 10, 1, 8]",False,obl obj nsubj iobj,variant
18,0,13,train-s11112,"[4, 10, 8, 1]",False,obl obj iobj nsubj,variant
18,0,13,train-s11112,"[8, 1, 4, 10]",False,iobj nsubj obl obj,variant
18,0,13,train-s11112,"[8, 1, 10, 4]",False,iobj nsubj obj obl,variant
18,0,13,train-s11112,"[8, 4, 1, 10]",False,iobj obl nsubj obj,variant
18,0,13,train-s11112,"[8, 10, 4, 1]",False,iobj obj obl nsubj,variant
18,0,13,train-s11112,"[10, 1, 4, 8]",False,obj nsubj obl iobj,variant
18,0,13,train-s11112,"[10, 4, 1, 8]",False,obj obl nsubj iobj,variant
18,0,13,train-s11112,"[10, 4, 8, 1]",False,obj obl iobj nsubj,variant
18,0,13,train-s11112,"[10, 8, 1, 4]",False,obj iobj nsubj obl,variant
18,0,13,train-s11112,"[10, 8, 4, 1]",False,obj iobj obl nsubj,variant
54,0,24,train-s11133,"[6, 8, 16, 22]",True,nsubj obl obj compound,reference
54,0,24,train-s11133,"[6, 16, 8, 22]",False,nsubj obj obl compound,variant
54,0,24,train-s11133,"[6, 16, 22, 8]",False,nsubj obj compound obl,variant
54,0,24,train-s11133,"[8, 22, 16, 6]",False,obl compound obj nsubj,variant
54,0,24,train-s11133,"[16, 6, 8, 22]",False,obj nsubj obl compound,variant
54,0,24,train-s11133,"[16, 8, 6, 22]",False,obj obl nsubj compound,variant
54,0,24,train-s11133,"[22, 6, 8, 16]",False,compound nsubj obl obj,variant
54,0,24,train-s11133,"[22, 8, 6, 16]",False,compound obl nsubj obj,variant
54,0,24,train-s11133,"[22, 8, 16, 6]",False,compound obl obj nsubj,variant
54,0,24,train-s11133,"[22, 16, 8, 6]",False,compound obj obl nsubj,variant
185,0,49,train-s11196,"[6, 16, 24, 46]",True,nsubj advcl obl obj,reference
185,0,49,train-s11196,"[6, 16, 46, 24]",False,nsubj advcl obj obl,variant
185,0,49,train-s11196,"[6, 24, 16, 46]",False,nsubj obl advcl obj,variant
185,0,49,train-s11196,"[6, 24, 46, 16]",False,nsubj obl obj advcl,variant
185,0,49,train-s11196,"[6, 46, 24, 16]",False,nsubj obj obl advcl,variant
185,0,49,train-s11196,"[16, 24, 6, 46]",False,advcl obl nsubj obj,variant
185,0,49,train-s11196,"[16, 24, 46, 6]",False,advcl obl obj nsubj,variant
185,0,49,train-s11196,"[16, 46, 24, 6]",False,advcl obj obl nsubj,variant
185,0,49,train-s11196,"[24, 46, 16, 6]",False,obl obj advcl nsubj,variant
185,0,49,train-s11196,"[46, 6, 24, 16]",False,obj nsubj obl advcl,variant
185,0,49,train-s11196,"[46, 16, 24, 6]",False,obj advcl obl nsubj,variant
185,0,49,train-s11196,"[46, 24, 16, 6]",False,obj obl advcl nsubj,variant
63,-1,33,train-s11200,"[5, 6, 11, 12]",True,nsubj obl advcl xcomp,reference
63,-1,33,train-s11200,"[12, 11, 6, 5]",False,xcomp advcl obl nsubj,variant
27,0,18,train-s11207,"[4, 8, 14, 16]",True,nsubj obj obl compound,reference
27,0,18,train-s11207,"[4, 8, 16, 14]",False,nsubj obj compound obl,variant
27,0,18,train-s11207,"[4, 14, 8, 16]",False,nsubj obl obj compound,variant
27,0,18,train-s11207,"[8, 4, 14, 16]",False,obj nsubj obl compound,variant
27,0,18,train-s11207,"[8, 14, 4, 16]",False,obj obl nsubj compound,variant
27,0,18,train-s11207,"[14, 16, 8, 4]",False,obl compound obj nsubj,variant
27,0,18,train-s11207,"[16, 4, 14, 8]",False,compound nsubj obl obj,variant
27,0,18,train-s11207,"[16, 8, 14, 4]",False,compound obj obl nsubj,variant
27,0,18,train-s11207,"[16, 14, 4, 8]",False,compound obl nsubj obj,variant
27,0,18,train-s11207,"[16, 14, 8, 4]",False,compound obl obj nsubj,variant
32,1,16,train-s11221,"[1, 2, 7, 13]",True,nsubj obl obl obj,reference
32,1,16,train-s11221,"[1, 2, 13, 7]",False,nsubj obl obj obl,variant
32,1,16,train-s11221,"[1, 7, 2, 13]",False,nsubj obl obl obj,variant
32,1,16,train-s11221,"[1, 7, 13, 2]",False,nsubj obl obj obl,variant
32,1,16,train-s11221,"[1, 13, 2, 7]",False,nsubj obj obl obl,variant
32,1,16,train-s11221,"[1, 13, 7, 2]",False,nsubj obj obl obl,variant
32,1,16,train-s11221,"[2, 1, 7, 13]",False,obl nsubj obl obj,variant
32,1,16,train-s11221,"[2, 7, 1, 13]",False,obl obl nsubj obj,variant
32,1,16,train-s11221,"[2, 7, 13, 1]",False,obl obl obj nsubj,variant
32,1,16,train-s11221,"[2, 13, 7, 1]",False,obl obj obl nsubj,variant
32,1,16,train-s11221,"[7, 1, 2, 13]",False,obl nsubj obl obj,variant
32,1,16,train-s11221,"[7, 2, 1, 13]",False,obl obl nsubj obj,variant
32,1,16,train-s11221,"[7, 2, 13, 1]",False,obl obl obj nsubj,variant
32,1,16,train-s11221,"[7, 13, 2, 1]",False,obl obj obl nsubj,variant
32,1,16,train-s11221,"[13, 1, 2, 7]",False,obj nsubj obl obl,variant
32,1,16,train-s11221,"[13, 1, 7, 2]",False,obj nsubj obl obl,variant
32,1,16,train-s11221,"[13, 2, 1, 7]",False,obj obl nsubj obl,variant
32,1,16,train-s11221,"[13, 2, 7, 1]",False,obj obl obl nsubj,variant
32,1,16,train-s11221,"[13, 7, 1, 2]",False,obj obl nsubj obl,variant
32,1,16,train-s11221,"[13, 7, 2, 1]",False,obj obl obl nsubj,variant
44,0,23,train-s11230,"[2, 13, 20, 21]",True,nsubj obl advmod compound,reference
44,0,23,train-s11230,"[2, 13, 21, 20]",False,nsubj obl compound advmod,variant
44,0,23,train-s11230,"[2, 20, 13, 21]",False,nsubj advmod obl compound,variant
44,0,23,train-s11230,"[20, 21, 13, 2]",False,advmod compound obl nsubj,variant
44,0,23,train-s11230,"[21, 13, 20, 2]",False,compound obl advmod nsubj,variant
44,0,23,train-s11230,"[21, 20, 13, 2]",False,compound advmod obl nsubj,variant
27,0,15,train-s11250,"[1, 3, 9, 12]",True,nsubj obl obl obj,reference
27,0,15,train-s11250,"[1, 3, 12, 9]",False,nsubj obl obj obl,variant
27,0,15,train-s11250,"[1, 9, 3, 12]",False,nsubj obl obl obj,variant
27,0,15,train-s11250,"[1, 9, 12, 3]",False,nsubj obl obj obl,variant
27,0,15,train-s11250,"[1, 12, 3, 9]",False,nsubj obj obl obl,variant
27,0,15,train-s11250,"[1, 12, 9, 3]",False,nsubj obj obl obl,variant
27,0,15,train-s11250,"[3, 1, 9, 12]",False,obl nsubj obl obj,variant
27,0,15,train-s11250,"[3, 9, 1, 12]",False,obl obl nsubj obj,variant
27,0,15,train-s11250,"[3, 9, 12, 1]",False,obl obl obj nsubj,variant
27,0,15,train-s11250,"[3, 12, 9, 1]",False,obl obj obl nsubj,variant
27,0,15,train-s11250,"[9, 1, 3, 12]",False,obl nsubj obl obj,variant
27,0,15,train-s11250,"[9, 3, 1, 12]",False,obl obl nsubj obj,variant
27,0,15,train-s11250,"[9, 3, 12, 1]",False,obl obl obj nsubj,variant
27,0,15,train-s11250,"[9, 12, 3, 1]",False,obl obj obl nsubj,variant
27,0,15,train-s11250,"[12, 1, 3, 9]",False,obj nsubj obl obl,variant
27,0,15,train-s11250,"[12, 1, 9, 3]",False,obj nsubj obl obl,variant
27,0,15,train-s11250,"[12, 3, 1, 9]",False,obj obl nsubj obl,variant
27,0,15,train-s11250,"[12, 3, 9, 1]",False,obj obl obl nsubj,variant
27,0,15,train-s11250,"[12, 9, 1, 3]",False,obj obl nsubj obl,variant
27,0,15,train-s11250,"[12, 9, 3, 1]",False,obj obl obl nsubj,variant
21,0,12,train-s11288,"[1, 3, 6, 10]",True,nsubj obl obl obj,reference
21,0,12,train-s11288,"[1, 3, 10, 6]",False,nsubj obl obj obl,variant
21,0,12,train-s11288,"[1, 6, 3, 10]",False,nsubj obl obl obj,variant
21,0,12,train-s11288,"[1, 6, 10, 3]",False,nsubj obl obj obl,variant
21,0,12,train-s11288,"[1, 10, 3, 6]",False,nsubj obj obl obl,variant
21,0,12,train-s11288,"[1, 10, 6, 3]",False,nsubj obj obl obl,variant
21,0,12,train-s11288,"[3, 1, 6, 10]",False,obl nsubj obl obj,variant
21,0,12,train-s11288,"[3, 6, 1, 10]",False,obl obl nsubj obj,variant
21,0,12,train-s11288,"[3, 6, 10, 1]",False,obl obl obj nsubj,variant
21,0,12,train-s11288,"[3, 10, 6, 1]",False,obl obj obl nsubj,variant
21,0,12,train-s11288,"[6, 1, 3, 10]",False,obl nsubj obl obj,variant
21,0,12,train-s11288,"[6, 3, 1, 10]",False,obl obl nsubj obj,variant
21,0,12,train-s11288,"[6, 3, 10, 1]",False,obl obl obj nsubj,variant
21,0,12,train-s11288,"[6, 10, 3, 1]",False,obl obj obl nsubj,variant
21,0,12,train-s11288,"[10, 1, 3, 6]",False,obj nsubj obl obl,variant
21,0,12,train-s11288,"[10, 1, 6, 3]",False,obj nsubj obl obl,variant
21,0,12,train-s11288,"[10, 3, 1, 6]",False,obj obl nsubj obl,variant
21,0,12,train-s11288,"[10, 3, 6, 1]",False,obj obl obl nsubj,variant
21,0,12,train-s11288,"[10, 6, 1, 3]",False,obj obl nsubj obl,variant
21,0,12,train-s11288,"[10, 6, 3, 1]",False,obj obl obl nsubj,variant
103,0,32,train-s11291,"[2, 6, 29, 30]",True,nsubj obl obj compound,reference
103,0,32,train-s11291,"[2, 29, 6, 30]",False,nsubj obj obl compound,variant
103,0,32,train-s11291,"[2, 29, 30, 6]",False,nsubj obj compound obl,variant
103,0,32,train-s11291,"[6, 30, 29, 2]",False,obl compound obj nsubj,variant
103,0,32,train-s11291,"[29, 2, 6, 30]",False,obj nsubj obl compound,variant
103,0,32,train-s11291,"[29, 6, 2, 30]",False,obj obl nsubj compound,variant
103,0,32,train-s11291,"[30, 2, 6, 29]",False,compound nsubj obl obj,variant
103,0,32,train-s11291,"[30, 6, 2, 29]",False,compound obl nsubj obj,variant
103,0,32,train-s11291,"[30, 6, 29, 2]",False,compound obl obj nsubj,variant
103,0,32,train-s11291,"[30, 29, 6, 2]",False,compound obj obl nsubj,variant
28,0,17,train-s11308,"[1, 6, 11, 14]",True,nsubj advcl obj compound,reference
28,0,17,train-s11308,"[1, 6, 14, 11]",False,nsubj advcl compound obj,variant
28,0,17,train-s11308,"[1, 11, 6, 14]",False,nsubj obj advcl compound,variant
28,0,17,train-s11308,"[11, 1, 6, 14]",False,obj nsubj advcl compound,variant
28,0,17,train-s11308,"[11, 14, 6, 1]",False,obj compound advcl nsubj,variant
28,0,17,train-s11308,"[14, 6, 1, 11]",False,compound advcl nsubj obj,variant
28,0,17,train-s11308,"[14, 6, 11, 1]",False,compound advcl obj nsubj,variant
28,0,17,train-s11308,"[14, 11, 6, 1]",False,compound obj advcl nsubj,variant
110,0,39,train-s11315,"[5, 9, 11, 13]",True,nsubj obl obl compound,reference
110,0,39,train-s11315,"[5, 9, 13, 11]",False,nsubj obl compound obl,variant
110,0,39,train-s11315,"[5, 11, 9, 13]",False,nsubj obl obl compound,variant
110,0,39,train-s11315,"[5, 11, 13, 9]",False,nsubj obl compound obl,variant
110,0,39,train-s11315,"[5, 13, 9, 11]",False,nsubj compound obl obl,variant
110,0,39,train-s11315,"[5, 13, 11, 9]",False,nsubj compound obl obl,variant
110,0,39,train-s11315,"[9, 11, 13, 5]",False,obl obl compound nsubj,variant
110,0,39,train-s11315,"[9, 13, 11, 5]",False,obl compound obl nsubj,variant
110,0,39,train-s11315,"[11, 9, 13, 5]",False,obl obl compound nsubj,variant
110,0,39,train-s11315,"[11, 13, 9, 5]",False,obl compound obl nsubj,variant
110,0,39,train-s11315,"[13, 9, 11, 5]",False,compound obl obl nsubj,variant
110,0,39,train-s11315,"[13, 11, 9, 5]",False,compound obl obl nsubj,variant
45,0,23,train-s11320,"[1, 4, 6, 7]",True,nsubj iobj obj compound,reference
45,0,23,train-s11320,"[1, 6, 4, 7]",False,nsubj obj iobj compound,variant
45,0,23,train-s11320,"[4, 1, 6, 7]",False,iobj nsubj obj compound,variant
45,0,23,train-s11320,"[7, 4, 6, 1]",False,compound iobj obj nsubj,variant
45,0,23,train-s11320,"[7, 6, 1, 4]",False,compound obj nsubj iobj,variant
45,0,23,train-s11320,"[7, 6, 4, 1]",False,compound obj iobj nsubj,variant
43,0,25,train-s11340,"[1, 11, 19, 21]",True,nsubj obl obj compound,reference
43,0,25,train-s11340,"[1, 19, 11, 21]",False,nsubj obj obl compound,variant
43,0,25,train-s11340,"[1, 19, 21, 11]",False,nsubj obj compound obl,variant
43,0,25,train-s11340,"[11, 21, 19, 1]",False,obl compound obj nsubj,variant
43,0,25,train-s11340,"[19, 1, 11, 21]",False,obj nsubj obl compound,variant
43,0,25,train-s11340,"[19, 11, 1, 21]",False,obj obl nsubj compound,variant
43,0,25,train-s11340,"[21, 1, 11, 19]",False,compound nsubj obl obj,variant
43,0,25,train-s11340,"[21, 11, 1, 19]",False,compound obl nsubj obj,variant
43,0,25,train-s11340,"[21, 11, 19, 1]",False,compound obl obj nsubj,variant
43,0,25,train-s11340,"[21, 19, 11, 1]",False,compound obj obl nsubj,variant
53,0,28,train-s11354,"[3, 20, 22, 24]",True,nsubj obj obl compound,reference
53,0,28,train-s11354,"[3, 20, 24, 22]",False,nsubj obj compound obl,variant
53,0,28,train-s11354,"[3, 22, 20, 24]",False,nsubj obl obj compound,variant
53,0,28,train-s11354,"[20, 3, 22, 24]",False,obj nsubj obl compound,variant
53,0,28,train-s11354,"[20, 22, 3, 24]",False,obj obl nsubj compound,variant
53,0,28,train-s11354,"[22, 24, 20, 3]",False,obl compound obj nsubj,variant
53,0,28,train-s11354,"[24, 3, 22, 20]",False,compound nsubj obl obj,variant
53,0,28,train-s11354,"[24, 20, 22, 3]",False,compound obj obl nsubj,variant
53,0,28,train-s11354,"[24, 22, 3, 20]",False,compound obl nsubj obj,variant
53,0,28,train-s11354,"[24, 22, 20, 3]",False,compound obl obj nsubj,variant
50,1,26,train-s11367,"[1, 3, 5, 8]",True,nsubj obl obl compound,reference
50,1,26,train-s11367,"[1, 3, 8, 5]",False,nsubj obl compound obl,variant
50,1,26,train-s11367,"[1, 5, 3, 8]",False,nsubj obl obl compound,variant
50,1,26,train-s11367,"[1, 5, 8, 3]",False,nsubj obl compound obl,variant
50,1,26,train-s11367,"[1, 8, 3, 5]",False,nsubj compound obl obl,variant
50,1,26,train-s11367,"[1, 8, 5, 3]",False,nsubj compound obl obl,variant
50,1,26,train-s11367,"[3, 5, 8, 1]",False,obl obl compound nsubj,variant
50,1,26,train-s11367,"[3, 8, 5, 1]",False,obl compound obl nsubj,variant
50,1,26,train-s11367,"[5, 3, 8, 1]",False,obl obl compound nsubj,variant
50,1,26,train-s11367,"[5, 8, 3, 1]",False,obl compound obl nsubj,variant
50,1,26,train-s11367,"[8, 3, 5, 1]",False,compound obl obl nsubj,variant
50,1,26,train-s11367,"[8, 5, 3, 1]",False,compound obl obl nsubj,variant
26,0,15,train-s11404,"[2, 4, 7, 12]",True,nsubj obl obl obj,reference
26,0,15,train-s11404,"[2, 4, 12, 7]",False,nsubj obl obj obl,variant
26,0,15,train-s11404,"[2, 7, 4, 12]",False,nsubj obl obl obj,variant
26,0,15,train-s11404,"[2, 7, 12, 4]",False,nsubj obl obj obl,variant
26,0,15,train-s11404,"[2, 12, 4, 7]",False,nsubj obj obl obl,variant
26,0,15,train-s11404,"[2, 12, 7, 4]",False,nsubj obj obl obl,variant
26,0,15,train-s11404,"[4, 2, 7, 12]",False,obl nsubj obl obj,variant
26,0,15,train-s11404,"[4, 7, 2, 12]",False,obl obl nsubj obj,variant
26,0,15,train-s11404,"[4, 7, 12, 2]",False,obl obl obj nsubj,variant
26,0,15,train-s11404,"[4, 12, 7, 2]",False,obl obj obl nsubj,variant
26,0,15,train-s11404,"[7, 2, 4, 12]",False,obl nsubj obl obj,variant
26,0,15,train-s11404,"[7, 4, 2, 12]",False,obl obl nsubj obj,variant
26,0,15,train-s11404,"[7, 4, 12, 2]",False,obl obl obj nsubj,variant
26,0,15,train-s11404,"[7, 12, 4, 2]",False,obl obj obl nsubj,variant
26,0,15,train-s11404,"[12, 2, 4, 7]",False,obj nsubj obl obl,variant
26,0,15,train-s11404,"[12, 2, 7, 4]",False,obj nsubj obl obl,variant
26,0,15,train-s11404,"[12, 4, 2, 7]",False,obj obl nsubj obl,variant
26,0,15,train-s11404,"[12, 4, 7, 2]",False,obj obl obl nsubj,variant
26,0,15,train-s11404,"[12, 7, 2, 4]",False,obj obl nsubj obl,variant
26,0,15,train-s11404,"[12, 7, 4, 2]",False,obj obl obl nsubj,variant
29,0,19,train-s11408,"[4, 9, 11, 14]",True,nsubj advcl obl obl,reference
29,0,19,train-s11408,"[4, 9, 14, 11]",False,nsubj advcl obl obl,variant
29,0,19,train-s11408,"[4, 11, 9, 14]",False,nsubj obl advcl obl,variant
29,0,19,train-s11408,"[4, 11, 14, 9]",False,nsubj obl obl advcl,variant
29,0,19,train-s11408,"[4, 14, 9, 11]",False,nsubj obl advcl obl,variant
29,0,19,train-s11408,"[4, 14, 11, 9]",False,nsubj obl obl advcl,variant
29,0,19,train-s11408,"[9, 11, 14, 4]",False,advcl obl obl nsubj,variant
29,0,19,train-s11408,"[9, 14, 11, 4]",False,advcl obl obl nsubj,variant
29,0,19,train-s11408,"[11, 9, 14, 4]",False,obl advcl obl nsubj,variant
29,0,19,train-s11408,"[11, 14, 9, 4]",False,obl obl advcl nsubj,variant
29,0,19,train-s11408,"[14, 9, 11, 4]",False,obl advcl obl nsubj,variant
29,0,19,train-s11408,"[14, 11, 9, 4]",False,obl obl advcl nsubj,variant
24,0,16,train-s11418,"[3, 5, 11, 13]",True,nsubj obl obj compound,reference
24,0,16,train-s11418,"[3, 11, 5, 13]",False,nsubj obj obl compound,variant
24,0,16,train-s11418,"[3, 11, 13, 5]",False,nsubj obj compound obl,variant
24,0,16,train-s11418,"[5, 13, 11, 3]",False,obl compound obj nsubj,variant
24,0,16,train-s11418,"[11, 3, 5, 13]",False,obj nsubj obl compound,variant
24,0,16,train-s11418,"[11, 5, 3, 13]",False,obj obl nsubj compound,variant
24,0,16,train-s11418,"[13, 3, 5, 11]",False,compound nsubj obl obj,variant
24,0,16,train-s11418,"[13, 5, 3, 11]",False,compound obl nsubj obj,variant
24,0,16,train-s11418,"[13, 5, 11, 3]",False,compound obl obj nsubj,variant
24,0,16,train-s11418,"[13, 11, 5, 3]",False,compound obj obl nsubj,variant
41,0,22,train-s11430,"[1, 3, 7, 9]",True,nsubj iobj advcl obj,reference
41,0,22,train-s11430,"[1, 7, 3, 9]",False,nsubj advcl iobj obj,variant
41,0,22,train-s11430,"[1, 7, 9, 3]",False,nsubj advcl obj iobj,variant
41,0,22,train-s11430,"[1, 9, 7, 3]",False,nsubj obj advcl iobj,variant
41,0,22,train-s11430,"[3, 7, 1, 9]",False,iobj advcl nsubj obj,variant
41,0,22,train-s11430,"[3, 7, 9, 1]",False,iobj advcl obj nsubj,variant
41,0,22,train-s11430,"[3, 9, 7, 1]",False,iobj obj advcl nsubj,variant
41,0,22,train-s11430,"[7, 3, 1, 9]",False,advcl iobj nsubj obj,variant
