dep_len_temperley,info_status_score,sentence_length,sent_id,text,type
11,0,12,train-s106,मुस्लिम विजेताओं ने किले की मजबूत दीवार को नष्टभ्रष्ट कर दिया ।,reference
10,0,11,train-s107,मालवा के शासकों ने 16वीं शताब्दी में अपना राज जमाया ।,reference
34,-1,14,train-s113,"महाराजा ने ही यहाँ पदम तालाब, राजा बाँध और मिलक तालाब बनवाए ।",reference
10,0,11,train-s123,वनकर्मी भी खाली हाथ में डंडा लिए गश्त करते हैं ।,reference
120,0,51,train-s187,"खूबसूरत बिल्डिंगों से सजा आधुनिक शहर चमचमाती रोशनी.... साफ - सुथरी सड़क... तेज जिंदगी और एक भूकम्प से खूबसूरत शहर का एकाएक खाक हो जाना यह मंजर सोचकर ही भयावह लगता है, लेकिन अमेरिका के फ्लोरिडा प्रांत के नागरिकों के लिए यह कोई नई बात नहीं है ।",reference
15,0,15,train-s191,पर्यटकों की खासी आवाजाही ने इस उपनगर को महानगर जैसा रूप दे दिया है ।,reference
24,1,17,train-s248,आप पैंतिस से पैंतालिस किलोमीटर के दायरे में यहाँ की राजधानी एम्‍स्‍टर्डम को निहार सकते हैं ।,reference
45,0,26,train-s302,बजट इस बात पर निर्भर करता है कि आप यात्रा के किस साधन का इस्तेमाल कर रहे हैं और वह बाँधवगढ़ से कितना दूर हैं.,reference
17,0,15,train-s335,खूबसूरत जैन मंदिर और कृत्रिम कल्पवृक्ष यहाँ की खूबसूरती में चार चाँद लगाते हैं ।,reference
26,-1,18,train-s340,सूर्यास्त के समय यहाँ से जैसलमेर का सुनहरा रूप देखना अपने आप में बेहद अनोखा अनुभव है ।,reference
12,0,11,train-s344,इस शहर को इब्राहिम लोदी ने सन् 1504 में बसाया.,reference
40,0,30,train-s365,"आगरा से लगभग 35 किलोमीटर दूर स्थित इस स्थान को मुगल सम्राट अकबर ने अपनी राजधानी बनाया था, अतः यहाँ कई बड़ी - बड़ी इमारतें बनी हुई हैं.",reference
12,0,11,train-s368,बाबर ने इस बाग को 1528 ई. में बनवाया था.,reference
13,0,16,train-s388,एक दूसरे की ओर पीठ किए हुए ये चार सिंह भारत के राष्ट्रीय प्रतीक हैं ।,reference
25,0,15,train-s414,भोपाल हवाई मार्ग से भी देश के सभी बड़े शहरों से जुड़ा हुआ है ।,reference
23,1,17,train-s440,"कुछ इतिहास को कुरेदने आते हैं, तो कुछ को यहाँ आकर सृजनात्‍मक ऊर्जा मिलती है ।",reference
16,0,13,train-s465,अलाउद्दीन खिलजी ने चित्‍तौड़ पर आक्रमण करने के बाद एक शर्त रखी ।,reference
84,0,35,train-s468,"रानी पद्मिनी ने तालाब के सामने अपना घूँघट खोला, वह छवि तालाब के सामने स्थित दुमंजिला बरामदे में लगाए गए आईने में अलाउद्दीन ने देखी और वह अपनी सेनाओं समेत वापस लौट गया ।",reference
45,-1,21,train-s471,मीरा यहाँ अपने कृष्‍ण की पूजा करती थी और यहीं पर उन्‍होंने अमृत मानकर विष का प्‍याला पी लिया था ।,reference
14,0,13,train-s581,नाराज शिव उनके शव को ले कर यहाँ - वहाँ घूमते रहे ।,reference
15,0,14,train-s590,असम के किसान इन 3 दिनों में बुवाई का काम रोक देते हैं ।,reference
20,0,15,train-s607,यहाँ की हरियाली और सुरम्य वातावरण यात्रियों को पर्यटन का अलग अनुभव देते हैं ।,reference
86,0,29,train-s638,देवानंद ने बृहस्पतिवार को एक टीवी चैनल से बातचीत के दौरान बताया कि वह कई कारणों से अपनी नई फिल्म को इस समारोह में शामिल नहीं करना चाहते ।,reference
35,0,17,train-s643,माओवादियों ने यह निर्णय पिछले सप्ताह धनबाद में हुई अपनी सेंट्रल कमेटी की बैठक में लिया ।,reference
6,0,11,train-s655,यह खिताब पाने वाली सोनल देश की पहली लड़की है ।,reference
49,0,25,train-s691,समाजवादी पार्टी के अध्यक्ष और उत्तर प्रदेश के मुख्यमंत्री मुलायम सिंह यादव ने शुक्रवार को एक बार फिर तीसरा मोर्चा बनाने की अपील की ।,reference
34,0,17,train-s704,सम्मेलन को सपा महासचिव अमर सिंह तथा सांसद जया बच्चन और जयाप्रदा ने भी संबोधित किया ।,reference
37,0,19,train-s726,गुरू जी ने ही स्वयंसेवकों को स्वतंत्रता आंदोलन में व्यक्तिगत तौर पर शामिल होने की आज्ञा दी थी ।,reference
55,0,36,train-s740,लालू की पत्नी पूर्व मुख्यमंत्री राबड़ी देवी के सबसे छोटे भाई सुभाष ने राजद के वरिष्ठ नेता और पूर्व मंत्री जगदानंद सिंह पर आरोप लगाया कि वह पार्टी हितों के खिलाफ काम कर रहे हैं ।,reference
38,1,22,train-s744,उन्होंने इस बात का दृढ़ता से खंडन किया कि अपनी पत्नी रेणु देवी का टिकट कटने से उन्होंने विद्रोह किया है ।,reference
69,1,35,train-s746,"आगरा में जिस तरह से एक विचाराधीन कैदी ने आत्महत्या की है और दूसरा हार्ट अटैक से मर गया, उसने एक बार फिर भारतीय जेलों की दुर्दशा को उघाड़ कर रख दिया है ।",reference
28,-1,16,train-s785,इंटरपोल ने उसके खिलाफ एक एक विशेष अंतर्राष्ट्रीय नोटिस जारी करने का फैसला किया है ।,reference
63,0,28,train-s786,"यह नोटिस उन अपराधियों के खिलाफ जारी किया जाता है, जो अल - कायदा और तालिबान से संबंधों की वजह से संयुक्त राष्ट्र द्वारा वांछित हैं ।",reference
19,0,15,train-s813,भारत ने इस अवधि के दौरान इसमें शामिल होने की इच्छा व्यक्त की है ।,reference
16,-1,12,train-s828,कश्मीरी लोग इससे एक महत्वपूर्ण राजनीतिक सबक भी ले रहे हैं ।,reference
5,0,7,train-s853,सुनीत ने दो तस्वीरें पेश कीं ।,reference
92,0,43,train-s877,हुर्रियत कांफ्रेंस ने नए गृह मंत्री शिवराज पाटिल के कश्मीर में अलगाववादियों के साथ वार्ता जारी रखने के बयान का स्वागत करते हुए उम्मीद जताई है कि कांग्रेस नेतृत्व वाली यूपीए सरकार राजग सरकार के साथ वार्ता के नतीजों का सम्मान करेगी ।,reference
32,0,26,train-s894,"आलू की अन्य किस्मों से कीमती माने जाने वाला यह ट्यूबर, चिप्स उत्पादन की नामी कंपनी मीकन्स के सौजन्य से यहां लगाया गया है ।",reference
41,0,24,train-s904,"कंप्यूटर का प्रयोग करने वाले फिर सावधान हो जाएं, क्योंकि इस वक्त कोई वाइरस आपके कंप्यूटर को नुकसान पहुंचाने आ रहा है ।",reference
8,0,9,train-s941,जॉर्ज ने आरोपों को सरासर गलत बताया है ।,reference
30,0,18,train-s977,संघर्ष भुलाने व माफ करने का यह उत्सव लोगों के बीच से द्वेष व भेदभाव मिटाता है ।,reference
26,0,19,train-s978,दिल्ली के लेफ्टिनेंट गवर्नर बी. एल. जोशी ने लोगों से इस त्योहार को शांतिपूर्वक मनाने की अपील की ।,reference
26,0,22,train-s979,पार्टी के महासचिव हरकिशन सिंह सुरजीत ने मनमोहन सिंह सरकार में हारे हुए कांग्रेस नेताओं को शामिल करने पर खिन्नता जताई ।,reference
39,0,30,train-s1002,वायुसेना के अभियोजन अधिकारी विंग कमांडर आर. के. दुबे ने सैनिक अदालत को सूचित किया कि डॉक्टरों का पैनल गठित किया गया है और जांच की जा रही है ।,reference
21,0,18,train-s1005,कर्नाटक महिला आयोग को लिखित में अंजलि ने कहा था कि वह अपनी जान ले सकती हैं ।,reference
72,0,34,train-s1038,सपा से निलंबित नेता और अभिनेता राज बब्बर ने रविवार को समाजवादी मोर्चा बनाने का ऐलान करते हुए कहा कि यह गैर राजनीतिक मोर्चा किसानों और बेरोजगार युवाओं के हक में लड़ाई लड़ेगा ।,reference
45,0,34,train-s1045,अपने चचेरे भाई और शिवसेना के कार्यकारी अध्यक्ष उद्धव ठाकरे से खफा राज ठाकरे ने शिवसेना सुप्रीमो बाल ठाकरे को कड़ा लिखा और पूछा कि मालवण की हार के लिए जिम्मेदार कौन है?,reference
27,0,16,train-s1052,राज शुक्रवार को नासिक पहुंचे थे और वहां शिवसेना के स्थानीय नेताओं से मिले थे ।,reference
72,0,33,train-s1143,राज्य सरकार को शायद यही डर था कि राज्यपाल के दौरे से इस सच्चाई से परदा उठ जाएगा कि खुद उसकी पार्टी के कार्यकर्ता वहां सांप्रदायिक तनाव को बढ़ावा दे रहे थे ।,reference
89,0,29,train-s1146,कांग्रेस ने उप्र सरकार को सलाह दी है कि उसे इस तरह की राजनीति करने के बजाए कानून -JOIN व्यवस्था व बुनियादी सुविधाओं की तरफ ध्यान देना चाहिए ।,reference
16,0,19,train-s1175,नसीम कौसर की आंख से बहने वाला एक -JOIN एक कतरा उनकी पीड़ा को बयां कर रहा था ।,reference
26,1,16,train-s1176,वे पैंतालीस सालों के बाद पाकिस्तान में रहने वाले अपने मामा से मिल रही थीं ।,reference
8,1,8,train-s1183,जिसने अपने नाना को पहली बार देखा ।,reference
7,0,11,train-s1189,शैला का चेहरा भी उसकी खुशी बयां कर रहा था ।,reference
45,0,24,train-s1192,शैली ने पहली बार अपने नाना को देखा है तथा वह चाहती है कि वह भी पाकिस्तान जाकर उनके पूरे परिवार से मिले ।,reference
117,1,42,train-s1197,उन्होंने इस बात पर भी आपत्ति जताई कि सरकार इस मामले में अधिकारियों के जरिये अपनी स्थिति स्पष्ट करने की कोशिश कर रही है जबकि यह राजनीतिक फैसला है तथा प्रधानमंत्री या विदेश मंत्री को इस बारे में स्पष्टीकरण देना चाहिए ।,reference
21,0,14,train-s1209,कांग्रेस पहले से किसी मुख्यमंत्री को पेश करने के हक में नहीं है ।,reference
80,0,28,train-s1210,पासवान ने आज साफ कहा कि अगर राष्ट्रीय जनता दल मुस्लिम मुख्यमंत्री की शर्त को मानने को तैयार है तो वह गठबंधन पर विचार कर सकते हैं ।,reference
28,-1,16,train-s1228,थानाध्यक्ष ने भी उससे जिद छोड़ने को कहा लेकिन साबिरा टस से मस नहीं हुई ।,reference
36,0,22,train-s1229,प्यार को पाने का यह अनूठा तरीका नौगावां सादात थाना क्षेत्र के गांव सिकरिया निवासी बाइस वर्षीय साबिरा खातून ने अपनाया ।,reference
4,-1,6,train-s1233,खुशनूदा ने उसे काफी समझाया ।,reference
50,1,22,train-s1237,उन्होंने दरवाजा खुलवाने के लिए खूब कस्में दीं लेकिन कोई भी कसम साबिरा को अपने फैसले से अडिग नहीं कर सकी ।,reference
10,1,8,train-s1239,उन्होंने साबिरा से दरवाजा खोलने को कहा ।,reference
44,1,24,train-s1253,मैने उसके पिता से बात करने के लिए अपने घर वालों को भेजा भी था लेकिन उन्होंने रिश्ते से साफ इंकार कर दिया ।,reference
10,0,9,train-s1309,कांग्रेस को उनके इस्तीफे से लाभ ही मिलेगा ।,reference
32,1,18,train-s1317,वह इस बात का इंतजार क्यों कर रहे हैं कि सरकार अध्यादेश लाकर उनके पदों को बचाए ।,reference
4,-1,7,train-s1328,भारत इससे कदापि सहमत नहीं है ।,reference
8,0,9,train-s1330,पाकिस्तान आतंकवादियों को समर्थन देना बंद कर देगा ।,reference
75,0,30,train-s1353,सरकारी वकील उज्जवल निकम ने सुनवाई के बाद संवाददाताओं से कहा कि इस मामले में मुख्य गवाह प्रमोद महाजन का नौकर महेश वानखेड़े ८ मई को अपनी गवाही देगा ।,reference
18,0,15,train-s1367,यह नोटिस कुवैत के विमान प्राधिकरण मंत्रालय के डायरेक्टर जनरल ने जारी किया है ।,reference
23,0,15,train-s1389,विपिन पहला ऐसा भारतीय है जिसने सामान्य कंप्यूटरों को जोड़कर सुपर कंप्यूटर बनाया है ।,reference
44,0,25,train-s1390,जिलाधिकारी संतोष कुमार यादव ने विपिन के इस कारनामे को प्रोत्साहित करने के लिए प्रदेश शासन के सूचना एवं प्रौद्योगिकी विभाग को लिखा है ।,reference
13,0,10,train-s1434,पीएसी और पुलिस ने भी जवाब में पत्थर चलाए ।,reference
14,0,10,train-s1437,वकीलों ने प्रेस फोटोग्राफरों के साथ भी अभद्रता की ।,reference
15,1,11,train-s1442,उन्होंने वहां मौजूद पुलिस वालों से रास्ता खोलने को कहा ।,reference
5,0,7,train-s1446,मिश्र दूसरे रास्ते होकर हाईकोर्ट पहुंचे ।,reference
44,1,22,train-s1447,वह अन्य वकीलों के साथ एक न्याय कक्ष में गए और वहां उपस्थित न्यायाधीश से दरोगा द्वारा कही बातों को बताया ।,reference
9,-1,9,train-s1457,कुछ लोगों ने उन पर पत्थर भी फेंके ।,reference
40,0,18,train-s1476,डिस्कवरी अंतर्राष्ट्रीय अंतरिक्ष स्टेशन (आईएसएस) के लिए उपकरण व अन्य ज़रूरी सामान लेकर गया है ।,reference
13,0,15,train-s1519,कोलकता के अंग्रेजी अखबार ने (किंकर्तव्यविमूढ़) चैपल से सच उगलवा ही लिया ।,reference
29,0,19,train-s1531,चैपल को अभ्यास सत्र के दौरान चोट लगी थी और बात अब यहीं ख़त्म कर दी जानी चाहिए ।,reference
46,0,25,train-s1542,सरकार ने कर चोरी करने वालों पर शिकंजा कसने की पूरी तैयारी कर ली है और इसके लिए उसने दीपावली का मौका चुना है ।,reference
16,0,13,train-s1568,राजा ने १९९९ -JOIN २००० में मुख्य कार्यकारी का पद संभाला था ।,reference
34,0,22,train-s1569,प्रधानमंत्री मनमोहन सिंह ने कृषि क्षेत्र के खराब प्रदर्शन पर चिंता जताते हुए इसे गंभीरता से लिए जाने को कहा है ।,reference
24,1,16,train-s1578,उन्होंने सिंचाई क्षेत्र की परियोजनाओं पर निराशा जताते हुए उन्हें पूरा करने की आवश्यकता बताई ।,reference
41,0,25,train-s1599,केन्द्रीय गृह सचिव वी. के. दुग्गल ने सोमवार को नई दिल्ली में कहा कि हिमाचल को लेकर फ़िलहाल चिंता की कोई बात नहीं है ।,reference
16,0,14,train-s1630,पुलिस ने दुकान के मालिक मोहम्मद सद्दीक नाजिर को गिरफ्तार कर लिया है ।,reference
36,0,20,train-s1648,पूर्व उपप्रधानमंत्री लाल कृष्ण आडवाणी ने आज स्वीकार किया कि जनता ने राष्ट्रीय जनतांत्रिक गठबंधन को जनादेश नहीं दिया ।,reference
16,0,12,train-s1659,भाजपा फिर संगठित होगी और पार्टी को फिर मजबूत किया जाएगा ।,reference
19,1,13,train-s1663,हम फिर वापस आएंगे और महान भारत के स्वप्न को पूरा करेंगे ।,reference
113,0,48,train-s1676,"अमेरिकी विदेश विभाग के प्रवक्ता सिएन मैककॅर्मेक ने पत्रकारों से बातचीत करते हुए कहा कि चीन और पाकिस्तान के बीच हुए एटमी, रक्षा और अन्य करारों को इस नजरिए से देखा जाना चाहिए कि इन दोनों मुल्कों के बीच हमेशा से बेहतर द्विपक्षीय रिश्ता रहा है ।",reference
87,0,38,train-s1688,हरभजन सिंह और इरफान पठान ने युवराज सिंह के साथ मिलकर गेंदबाजी की ऐसी बिसात बिछाई कि २०३ रनों को अपेक्षाकृत आसान लक्ष्य मान रही इंग्लैंड की टीम १६४ के आंकड़े तक पहुंचते ही ढेर हो गई ।,reference
11,0,9,train-s1694,युवराज को अली ने ही क्लीन बोल्ड किया ।,reference
16,0,15,train-s1708,प्रियोर के बाद आए कप्तान फ्लिंटॅफ ने पीटरसन के साथ मिलकर मजबूत साझेदारी निभाई ।,reference
20,0,18,train-s1712,इसके बाद आए अली कोई रन नहीं बना पाए और युवराज की गेंद पर आउट हो गए ।,reference
54,0,26,train-s1714,युक्सी ने वरिष्ठ संपादकों के साथ एक विशेष मुलाकात में कहा कि दोनों देशों ने अपने रणनीतिक रिश्ते को सुधारने की सराहनीय पहल की है ।,reference
10,0,11,train-s1737,इन युवकों ने भुक्तभोगी लड़कियों से पैसे भी छीन लिए ।,reference
9,0,11,train-s1739,पुलिस ने सामूहिक बलात्कार का मामला दर्ज कर लिया है ।,reference
32,-1,25,train-s1742,"पूर्व प्रधानमंत्री एच. डी. देवगौड़ा के इस बेटे ने अब तक वे पांच चुनाव लड़े हैं, जिनमें से केवल दो में कामयाबी मिली ।",reference
97,0,34,train-s1743,"कुमारस्वामी को पहली सफलता वर्ष १९९६ में मिली, जब देवगौड़ा ने कनकपुरा संसदीय क्षेत्र से अविभाजित जद एस प्रत्याशी के रूप में उनका नाम प्रस्तावित किया था और वह चुनाव जीत गए ।",reference
15,0,14,train-s1749,गुजरात विद्यापीठ ने भी सकारात्मक सजा की एक यादगार मिसाल पेश की है ।,reference
73,0,29,train-s1751,"संस्थान प्रशासन ने आरोप को सही पाया, लेकिन प्रशासन ने शत्रुता पैदा करने वाली कोई कड़ी सजा देने की बजाय सकारात्मक सजा देने का नायाब फैसला लिया ।",reference
90,0,29,train-s1771,"कांग्रेस ने जसवंत सिंह से सवाल किया है कि जब उन्हें यह जानकारी मिली थी, तो उन्होंने खुद पुलिस स्टेशन में जाकर रिपोर्ट दर्ज क्यों नहीं कराई ।",reference
14,0,13,train-s1772,पूर्व विदेश मंत्री को देशवासियों को इस प्रश्न का जवाब देना होगा ।,reference
51,0,23,train-s1785,पीरजादा ने राज्य के मुख्यमंत्री के रूप में आजाद को नामित करने के कांग्रेस अध्यक्ष सोनिया गांधी के निर्णय का स्वागत किया ।,reference
42,0,22,train-s1798,आयोग ने जिले के एसएसपी और जिला कलेक्टर को उस बुजुर्ग से संबंधित रिपोर्ट दो सप्ताह में भेजने को कहा है ।,reference
32,0,28,train-s1802,अश्लील सीडी प्रकरण में फंसे भाजपा के कद्दावर नेता संजय जोशी ने पुलिस से शिकायत की है कि उन्हें ब्लैकमेल करने की कोशिश की जा रही है ।,reference
5,0,7,train-s1824,पार्टी को इसकी जानकारी कब हुई?,reference
37,0,20,train-s1859,आडवाणी ने आज यह रहस्योद्घाटन भी किया कि फीलगुड जुमला का चुनाव में इस्तेमाल करना उनकी ही रणनीति थी ।,reference
17,-1,12,train-s1860,यह जुमला उन्होंने किसी अखबार के शीर्षक से ही लिया था ।,reference
54,0,24,train-s1881,असलम ने भारत की ओर से भूकंप पीड़ितों के लिए ढाई करोड़ डॉलर की अतिरिक्त रकम देने के प्रस्ताव का स्वागत किया है.,reference
33,0,22,train-s1887,अर्जुन सिंह ने ९ अगस्त को अपनी टिथी में कहा था कि महात्मा गांधी की हत्या में आरएसएस का हाथ है.,reference
25,0,15,train-s1925,यह जानकारी विज्ञान एवं प्रौद्योगिकी संसदीय स्थायी समिति को पेश दस्तावेज से मिली है.,reference
14,0,11,train-s1934,बच्चे क्रिकेट खेलने के लिए समुद्र तट पर जा पहुंचे.,reference
9,0,10,train-s1938,मौसम विभाग ने आंकड़ों का विस्तृत विश्लेषण जारी रखा.,reference
20,0,14,train-s1941,मौसम विभाग आंकड़े डाउनलोड करता रहा और सुनामी लहरें लोंगों को लीलने लगीं.,reference
15,-1,11,train-s1998,वैज्ञानिक इसे 'बेबी प्लेनेट' भी कह रहे हैं.,reference
15,0,17,train-s2005,वाशिंगटन के कारनेजी इंस्टीट्यूशन के खगोलशास्त्री एलन बॉस ने इस नई खोज को एक चुनौती बताया.,reference
9,0,14,train-s2045,नरेंद्र मोदी को हटाने के स्वर केवल गुजरात से नहीं उठ रहे हैं.,reference
38,0,27,train-s2047,बिहार से हारे पूर्व केंद्रीय मंत्री शाहनवाज हुसैन सार्वजनिक रूप से पार्टी मुख्यालय में कह रहे हैं कि उनकी हार की सबसे बड़ी वजह मोदी हैं.,reference
71,0,26,train-s2054,भाजपा अध्यक्ष ने सोलंकी और उनके साथी विधायकों को सलाह दी कि अगर कोई समस्या है तो वे लोग विधानसभा सत्र के बाद संपर्क करें.,reference
46,0,26,train-s2090,राष्ट्रपति ए. पी. जे. अब्दुल कलाम ने पटना विश्वविद्यालय (पीयू) से विज्ञान की मानद डिग्री डीएससी स्वीकार करने से इनकार कर दिया है.,reference
69,0,31,train-s2130,नक्सल समस्या को लेकर कई सदस्य खासकर बिहार के सांसद सवाल पूछना चाहते थे लेकिन अध्यक्ष ने समय की पाबंदी का हवाला देकर उन्हें मौका देने से इनकार कर दिया.,reference
46,0,28,train-s2138,दोनों पक्ष एक -JOIN दूसरे के यहां पकड़े गए अपराधियों को अपने देश के दूतावास के अधिकारियों से मिलने की इजाजत देने पर राजी हो गए हैं.,reference
35,0,23,train-s2157,इस हफ़्ते के शुरू में समाजवादी पार्टी ने राष्ट्रपति से मिलकर उत्तर प्रदेश के राज्यपाल को बुलाए जाने की मांग की थी.,reference
49,0,23,train-s2171,रोहित सुनीता को अपने घर भी ले गया लेकिन उसके परिवारवालों ने उन दोनों को घर में रखने से मना कर दिया.,reference
40,0,19,train-s2177,आयोग ने पौड़ी गढ़वाल के एसपी को इस मामले की जांच करने और जल्दी जवाब देने को कहा.,reference
15,0,17,train-s2198,"उनकी छोटी बहन की बेटी मुंबई से पैसे भेजती है, जिससे उनका गुज़ारा होता है.",reference
18,0,13,train-s2244,जीआरपी अधिकारियों ने कोसी जाकर घायल आरपीएफ सिपाहियों के बयान भी लिए.,reference
24,0,17,train-s2246,भारतीय विमानपत्तन प्राधिकरण (एएआई) हवाई अड्डों पर रेस्तरां से लेकर शापिंग मॉल तक खोलेगा.,reference
17,0,12,train-s2247,इसका लाभ यात्रियों के साथ ही आम लोग भी उठा सकेंगे.,reference
5,-1,8,train-s2303,अदालत ने उन्हें जेल भेज दिया है.,reference
31,0,22,train-s2337,लगातार तीन बम धमाके कर राजधानी में त्योहार के माहौल को मातम में बदलने का आतंकवादियों का मंसूबा कामयाब नहीं हुआ.,reference
15,0,13,train-s2365,दुकानदारों ने दोपहर बाद से अपने शटर उठाने शुरू कर दिए थे.,reference
31,1,18,train-s2399,"उसे हाईकोर्ट ने फांसी की सजा सुनाई थी, जिसे पाकिस्तानी सुप्रीम कोर्ट ने भी बरकरार रखा.",reference
32,-1,29,train-s2400,"भारतीय दूतावास के जिन २ अधिकारियों ने उससे मुलाकात की, वे हैं वीज़ा अधिकारी दीपक कौल (काउंसलर) और एस. सी. शर्मा (अटैची वीज़ा).",reference
9,-1,9,train-s2402,दूतावास अधिकारियों ने उसे अच्छी सेहत में पाया.,reference
36,1,21,train-s2405,"उसने अपने परिवार के लिए भी एक संदेश दिया है, जिसका विवरण कौल ने देने से इन्कार कर दिया.",reference
48,0,27,train-s2407,"दूतावास के अधिकारियों ने इस लंबे - चौड़े ग्रामीण पंजाबी को काफी सूझबूझ वाला पाया, जो अंग्रेजी और हिंदी दोनों अच्छी तरह बोल रहा था.",reference
125,0,49,train-s2425,गृह सचिव वी. के. दुग्गल ने पाक गृह सचिव कमाल शाह के साथ एक संयुक्त प्रेस कान्फ्रेंस में कहा कि दोनों देश अपने यहां किसी भी पड़ोसी नागरिक की गिरफ्तारी को तत्काल अधिसूचित करेंगे और इसके तीन माह के भीतर सभी से राजनयिकों को मिलने की अनुमति देंगे.,reference
13,0,12,train-s2431,पाकिस्तान ने भी ३७ लोगों के नाम भारत को दिए हैं.,reference
25,0,14,train-s2450,घर या होटल के किसी कमरे में ताश खेलना कोई गुनाह नहीं है.,reference
23,0,14,train-s2483,अधिकारियों ने लोगों को घर से बाहर न निकलने का निर्देश दिया है ।,reference
12,1,11,train-s2500,इसके आगे उन्होंने कुछ भी बोलने से मना कर दिया ।,reference
22,1,14,train-s2502,उन्होंने इस बात से इन्कार किया कि भाजपा में कोई अंदरूनी कलह है ।,reference
15,1,15,train-s2503,"भाजपा के सामने जो भी समस्याएं आई, उसे आडवाणी ने अच्छी तरह निपटाया ।",reference
48,-1,24,train-s2507,"यह बात उन्होंने तब कही, जब उनसे सवाल पूछा गया कि पिछले कुछ महीने भाजपा गलत कारणों से खबरों में रही है ।",reference
11,0,10,train-s2510,कार्यकर्ताओं को विचारधारा के प्रति ज्यादा समर्पित रहना होगा ।,reference
25,-1,17,train-s2531,"उत्तर प्रदेश, बिहार और झारखंड की पुलिस उसे पिछले एक दशक से तलाश रही थी.",reference
153,0,38,train-s2532,डीआईजी पुलिस अशीष रंजन ने संवाददाताओं को सोमवार की रात बताया कि सुराग लगते ही एसटीएफ के कमांडो ने स्थानीय पुलिस और उत्तर प्रदेश से आए एसटीएफ के लोगों के साथ मिलकर एक सघन तलाशी अभियान चलाया.,reference
17,0,20,train-s2545,प्रधान न्यायाधीश आर. सी. लाहोटी की अगुवाई वाली तीन जजों की पीठ ने संविधान पीठ को सवाल भेजे हैं.,reference
122,0,40,train-s2547,"पीठ ने अटॉर्नी जनरल मिलन बनर्जी, वरिष्ठ अधिवक्ता सोली सोराबजी और अतिरिक्त महान्यायवादी गोपाल सुब्रह्मण्यम से सवाल किया है कि अगर राज्यपाल अपने संवैधानिक कर्तव्यों का निर्वाह नहीं करते हैं तो क्या अदालतें केवल मूक दर्शक बनी रहेंगी.",reference
19,0,20,train-s2560,पश्चिमी पंजाब में ३१ अगस्त १९१९ को पैदा हुई अमृता प्रीतम को साहित्य अकादमी पुरस्कार भी मिल चुका है.,reference
38,1,19,train-s2564,उन्होंने यूपीए सरकार पर आरोप लगाया कि वह आतंकवाद के खतरे को गंभीरता से नहीं ले रही है.,reference
24,0,15,train-s2589,अभियान को सत्तारूढ़ दल भाजपा के साथ ही कांग्रेस का भी समर्थन हासिल है.,reference
58,0,28,train-s2598,"सरकार ने दुर्गम द्वीपों में बसी जनजातियों को सहायता पहुंचाने के निर्देश दिए हैं, क्योंकि अब तक ये जनजातियां मदद के लिए सामने नहीं आई हैं.",reference
19,0,15,train-s2605,"सभी बंदरगाह, हवाई अड्डे और राष्ट्रीय राजमार्ग पूरी तरह काम कर रहे हैं.",reference
28,0,17,train-s2608,नौसेना भी कार निकोबार में नौकाओं के जरिए राहत सामग्री पहुंचाने के प्रयास कर रही है.,reference
22,0,16,train-s2617,भारतीय जनता पार्टी ने कांग्रेस पर मुस्लिम सांप्रदायिकता को बढ़ावा देने का आरोप लगाया है.,reference
78,0,33,train-s2632,आंध्रप्रदेश में सरकारी नौकरियों में मुसलमानों को पांच फीसदी आरक्षण व अलीगढ़ मुस्लिम विश्वविद्यालय में पचास प्रतिशत मुसलमान छात्रों को आरक्षण का फैसला मुस्लिम वोट बैंक को लुभाने की सियासी कोशिश है.,reference
90,0,38,train-s2671,पुलिस सूत्रों ने मंगलवार को इस आशय की जानकारी देते हुए बताया कि पिछले वर्ष इस बात का खुलासा हुआ था कि दाऊद ने दक्षिण मुंबई के एक शॅपिंग कॉम्पलैक्स में कथित रूप से निवेश किया है ।,reference
55,0,26,train-s2686,वामपंथी दलों ने सरकार से आग्रह किया था कि पेट्रोलियम पदार्थो की कीमतों में वृद्धि को अमेरिकी राष्ट्रपति पद के चुनाव तक टाल दिया जाए ।,reference
59,0,30,train-s2726,फिक्की के एक प्रतिनिधिमंडल ने चिदंबरम से मुलाकात कर कहा कि आयकर अधिनियम की धारा २८१ -JOIN बी के तहत संपत्ति जब्त करने का प्रावधान बर्बर और सामंती है.,reference
